fecha;kgs_netos
2020-09-07;85540
2020-09-04;33970
2020-09-04;504140
2020-09-04;210060
2020-09-04;490280
2020-09-04;27745
2020-09-02;122540
2020-09-02;71600
2020-09-02;115800
2020-09-02;83295
2020-09-02;263560
2020-09-02;248340
2020-09-02;763440
2020-09-02;27833
2020-08-31;41994
2020-08-31;254172
2020-08-31;763900
2020-08-31;522200
2020-08-31;1198500
2020-08-31;212720
2020-08-31;27100
2020-08-31;27166
2020-08-28;515560
2020-08-28;505300
2020-08-28;498300
2020-08-28;392660
2020-08-28;181360
2020-08-26;264208
2020-08-26;29520
2020-08-26;146300
2020-08-26;516480
2020-08-24;88087
2020-08-24;267840
2020-08-21;56740
2020-08-21;85540
2020-08-21;29480
2020-08-21;29560
2020-08-21;30460
2020-08-21;180440
2020-08-19;365666
2020-08-19;145360
2020-08-19;116800
2020-08-18;1185581
2020-08-18;361100
2020-08-14;237040
2020-08-14;513820
2020-08-14;132220
2020-08-12;234320
2020-08-12;355920
2020-08-12;500245
2020-08-12;740005
2020-08-12;90060
2020-08-12;88800
2020-08-10;298900
2020-08-10;519405
2020-08-10;209480
2020-08-10;501808
2020-08-07;764480
2020-08-07;51360
2020-08-07;319226
2020-08-07;491704
2020-08-05;178720
2020-08-03;492277
2020-08-03;295780
2020-08-03;295080
2020-08-03;100380
2020-08-03;534654
2020-08-03;495120
2020-07-31;33997
2020-07-31;318993
2020-07-31;90761
2020-07-31;29160
2020-07-31;503940
2020-07-29;193820
2020-07-29;497180
2020-07-29;439540
2020-07-29;59540
2020-07-29;500075
2020-07-29;1515631
2020-07-27;504406
2020-07-27;25840
2020-07-27;491338
2020-07-24;990703
2020-07-24;29320
2020-07-22;29800
2020-07-22;492840
2020-07-20;118883
2020-07-20;26037
2020-07-17;1011709
2020-07-17;119460
2020-07-17;58840
2020-07-15;1032365
2020-07-15;239806
2020-07-15;29640
2020-07-15;115613
2020-07-15;173120
2020-07-15;127760
2020-07-15;278140
2020-07-13;25332
2020-07-13;532762
2020-07-08;28860
2020-07-08;58507
2020-07-08;28340
2020-07-08;1015936
2020-07-08;694392
2020-07-08;280711
2020-07-08;578930
2020-07-08;407471
2020-07-08;1004160
2020-07-07;29281
2020-07-07;893607
2020-07-07;151980
2020-07-07;27760
2020-07-07;59380
2020-07-07;26099
2020-07-06;114065
2020-07-06;91220
2020-07-06;1020563
2020-07-06;1044639
2020-07-06;106761
2020-07-06;67140
2020-07-06;207002
2020-07-06;300140
2020-07-06;28991
2020-07-06;509243
2020-07-06;489167
2020-07-06;120835
2020-07-06;172400
2020-07-04;272144
2020-07-04;152464
2020-07-04;309280
2020-07-04;144853
2020-07-04;144362
2020-07-04;159560
2020-07-04;223320
2020-07-04;319820
2020-07-04;172439
2020-07-04;1508112
2020-07-04;491490
2020-07-04;78170
2020-07-04;182768
2020-07-04;521258
2020-07-04;607615
2020-07-04;60020
2020-07-04;1480080
2020-07-04;204940
2020-07-04;231774
2020-07-04;359480
2020-07-04;1027800
2020-07-04;28407
2020-07-04;69287
2020-07-04;1000308
2020-07-04;205780
2020-07-04;204720
2020-07-04;89560
2020-07-04;86861
2020-07-04;500880
2020-07-04;234980
2020-07-04;500577
2020-07-04;206640
2020-07-03;294100
2020-07-03;469230
2020-07-03;507724
2020-05-29;87282
2020-05-29;147200
2020-05-29;388200
2020-05-29;28646
2020-05-29;206548
2020-05-29;29980
2020-05-28;1516900
2020-05-27;380060
2020-05-27;33726
2020-05-27;518260
2020-05-27;478280
2020-05-20;30000
2020-05-20;203040
2020-05-18;50480
2020-05-15;236422
2020-05-15;214760
2020-05-15;1034046
2020-05-13;203660
2020-05-13;115760
2020-05-11;9723
2020-05-11;203641
2020-05-11;185938
2020-05-11;1664580
2020-05-11;1467147
2020-05-11;504102
2020-05-11;29920
2020-05-11;2905311
2020-05-11;3109610
2020-05-11;1047651
2020-05-08;204135
2020-05-06;421766
2020-04-29;307160
2020-04-24;417000
2020-04-24;999021
2020-04-24;29200
2020-04-24;96180
2020-04-22;439920
2020-04-22;475586
2020-04-22;146488
2020-04-20;656591
2020-04-17;403581
2020-04-17;505603
2020-04-17;311394
2020-04-17;152458
2020-04-16;502518
2020-04-13;190640
2020-04-13;178280
2020-04-13;563380
2020-04-08;266200
2020-04-08;296960
2020-04-08;182880
2020-04-08;1505464
2020-04-08;243300
2020-04-07;395615
2020-04-06;86665
2020-04-06;999780
2020-04-06;328480
2020-04-06;332900
2020-04-06;85350
2020-04-06;209460
2020-04-04;507629
2020-04-04;69020
2020-04-02;984370
2020-04-02;958188
2020-04-01;203109
2020-04-01;141320
2020-04-01;999733
2020-04-01;57575
2020-04-01;211900
2020-04-01;239520
2020-03-28;410772
2020-03-28;514366
2020-03-28;1606261
2020-03-28;28758
2020-03-28;85640
2020-03-28;35400
2020-03-28;59320
2020-03-28;238560
2020-03-26;1000960
2020-03-25;299920
2020-03-25;595500
2020-03-25;452340
2020-03-25;258180
2020-03-25;121050
2020-03-20;266100
2020-03-19;153480
2020-03-19;236960
2020-03-18;3353322
2020-03-18;192420
2020-03-18;58100
2020-03-11;116710
2020-03-11;253826
2020-03-11;259886
2020-03-11;115040
2020-03-10;517209
2020-03-10;374303
2020-03-10;1435208
2020-03-04;695542
2020-03-04;287072
2020-03-02;879900
2020-02-28;513700
2020-02-28;754869
2020-02-28;59420
2020-02-28;498251
2020-02-28;128980
2020-02-28;128940
2020-02-26;1319551
2020-02-26;462100
2020-02-26;211992
2020-02-26;609347
2020-02-26;496720
2020-02-21;1500388
2020-02-21;510740
2020-02-21;178200
2020-02-21;383936
2020-02-21;385660
2020-02-19;385351
2020-02-19;447472
2020-02-19;1014016
2020-02-18;496631
2020-02-18;354640
2020-02-17;967612
2020-02-17;532180
2020-02-17;56421
2020-02-14;503494
2020-02-12;958703
2020-02-12;247360
2020-02-10;282140
2020-02-10;57660
2020-02-10;199354
2020-02-10;740608
2020-02-10;547840
2020-02-06;215398
2020-02-03;512619
2020-02-03;148260
2020-02-03;58100
2020-02-03;219080
2020-02-03;1415954
2020-01-31;202048
2020-01-31;200640
2020-01-31;60302
2020-01-31;239220
2020-01-29;175220
2020-01-29;237300
2020-01-29;206360
2020-01-27;280051
2020-01-27;707269
2020-01-27;312560
2020-01-27;352769
2020-01-27;294620
2020-01-27;323660
2020-01-27;351960
2020-01-27;353960
2020-01-27;59320
2020-01-27;30020
2020-01-27;532731
2020-01-23;334211
2020-01-22;323260
2020-01-22;29820
2020-01-22;325260
2020-01-22;303151
2020-01-20;202220
2020-01-20;387880
2020-01-20;54700
2020-01-20;323500
2020-01-20;324600
2020-01-20;66180
2020-01-20;483379
2020-01-17;293680
2020-01-17;292400
2020-01-15;323980
2020-01-15;322540
2020-01-13;169154
2020-01-13;359945
2020-01-13;236780
2020-01-13;292905
2020-01-13;513680
2020-01-13;2002215
2020-01-13;317680
2020-01-13;157140
2020-01-10;148740
2020-01-10;594988
2020-01-10;271220
2020-01-09;3009791
2020-01-08;569740
2020-01-08;689720
2020-01-06;85520
2020-01-06;534062
2020-01-06;265280
2020-01-06;269020
2020-01-06;1327100
2020-01-03;214280
2019-12-31;841795
2019-12-30;227180
2019-12-30;2000655
2019-12-30;333800
2019-12-30;303760
2019-12-30;52860
2019-12-30;412440
2019-12-30;311920
2019-12-30;57385
2019-12-28;992635
2019-12-23;524840
2019-12-23;113560
2019-12-23;146860
2019-12-23;117760
2019-12-23;138950
2019-12-23;1519740
2019-12-23;211180
2019-12-23;294980
2019-12-18;29500
2019-12-18;290685
2019-12-18;129500
2019-12-18;216340
2019-12-16;124220
2019-12-16;402440
2019-12-16;292849
2019-12-16;179220
2019-12-13;197520
2019-12-13;290078
2019-12-13;116280
2019-12-11;145260
2019-12-11;30740
2019-12-11;62620
2019-12-11;382208
2019-12-11;58580
2019-12-11;204813
2019-12-09;212540
2019-12-09;587340
2019-12-09;446500
2019-12-09;507810
2019-12-09;228080
2019-12-09;57480
2019-12-09;150980
2019-12-06;114909
2019-12-06;29440
2019-12-04;79340
2019-12-04;59040
2019-12-03;209640
2019-12-03;60660
2019-12-03;147160
2019-12-03;211180
2019-12-02;1000120
2019-12-02;1506220
2019-12-02;86878
2019-12-02;204716
2019-12-02;151620
2019-12-02;438480
2019-11-29;178048
2019-11-28;417600
2019-11-28;131640
2019-11-28;1010897
2019-11-28;54849
2019-11-28;213360
2019-11-26;207536
2019-11-26;29524
2019-11-26;289167
2019-11-26;297500
2019-11-22;173963
2019-11-20;155700
2019-11-20;448560
2019-11-19;147240
2019-11-19;131456
2019-11-19;569600
2019-11-19;119962
2019-11-19;146087
2019-11-15;115480
2019-11-14;499369
2019-11-14;119060
2019-11-13;299740
2019-11-12;115652
2019-11-12;502700
2019-11-12;507240
2019-11-11;590960
2019-11-11;193580
2019-11-11;547480
2019-11-11;740146
2019-11-11;92656
2019-11-07;221178
2019-11-07;242960
2019-11-04;29859
2019-11-04;56960
2019-11-04;704461
2019-11-04;139637
2019-11-04;22917
2019-11-04;248100
2019-11-04;358314
2019-11-04;510520
2019-11-04;179900
2019-11-01;504620
2019-11-01;121620
2019-11-01;191360
2019-10-30;499656
2019-10-29;448285
2019-10-29;786916
2019-10-28;209650
2019-10-28;1019342
2019-10-28;300080
2019-10-24;232885
2019-10-21;61620
2019-10-21;306516
2019-10-21;211460
2019-10-21;180320
2019-10-21;93310
2019-10-21;1013260
2019-10-15;172798
2019-10-15;30800
2019-10-15;91220
2019-10-15;122048
2019-10-15;498772
2019-10-15;500100
2019-10-07;110920
2019-10-07;296000
2019-10-01;30480
2019-10-01;93660
2019-10-01;1052560
2019-10-01;1039561
2019-10-01;139763
2019-10-01;366660
2019-10-01;344117
2019-09-23;271700
2019-09-23;1204989
2019-09-23;947256
2019-09-23;115656
2019-09-23;87678
2019-09-18;1365268
2019-09-18;127078
2019-09-18;201800
2019-09-17;1159879
2019-09-17;476217
2019-09-17;1075040
2019-09-17;96440
2019-09-11;141033
2019-09-11;581360
2019-09-10;135340
2019-09-10;684080
2019-09-03;188311
2019-09-03;846560
2019-09-03;31835
2019-09-03;150951
2019-09-03;180160
2019-09-03;171209
2019-08-27;1037600
2019-08-27;1867666
2019-08-27;118552
2019-08-27;112810
2019-08-27;30840
2019-08-21;958690
2019-08-21;418475
2019-08-21;2759180
2019-08-12;358676
2019-08-12;423720
2023-05-15;151740
2023-05-15;29380
2023-05-15;33820
2023-05-15;35145
2023-05-15;56180
2023-05-15;35519
2023-05-15;55355
2023-05-15;91840
2023-05-15;97260
2023-05-12;133720
2023-05-12;34560
2023-05-12;361100
2023-05-12;51574
2023-05-12;58340
2023-05-12;68612
2023-05-12;84700
2023-05-12;99640
2023-05-12;121019
2023-05-12;222040
2023-05-11;24417
2023-05-11;35800
2023-05-11;36100
2023-05-11;62060
2023-05-11;97000
2023-05-11;233040
2023-05-11;161560
2023-05-10;89920
2023-05-10;154960
2023-05-10;30760
2023-05-10;29020
2023-05-10;114840
2023-05-10;103460
2023-05-10;101040
2023-05-10;100660
2023-05-10;168600
2023-05-10;173620
2023-05-09;34849
2023-05-09;35980
2023-05-09;226480
2023-05-09;91060
2023-05-09;200580
2023-05-09;34674
2023-05-09;86746
2023-05-08;82400
2023-05-08;91420
2023-05-08;92240
2023-05-08;155910
2023-05-08;180200
2023-05-08;222540
2023-05-05;61250
2023-05-05;58351
2023-05-05;190380
2023-05-05;91640
2023-05-05;270137
2023-05-04;61740
2023-05-04;39860
2023-05-04;56580
2023-05-04;126529
2023-05-04;272320
2023-05-04;149640
2023-05-04;59180
2023-05-04;54942
2023-05-04;23401
2023-05-03;113913
2023-05-03;61100
2023-05-03;149248
2023-05-02;163200
2023-05-02;35340
2023-05-02;37204
2023-05-02;28880
2023-05-02;62870
2023-04-28;68445
2023-04-28;126380
2023-04-28;27200
2023-04-28;61680
2023-04-28;36720
2023-04-28;56020
2023-04-28;92487
2023-04-28;61405
2023-04-28;61759
2023-04-28;64903
2023-04-28;66407
2023-04-28;84680
2023-04-27;99644
2023-04-27;111020
2023-04-27;27900
2023-04-27;30560
2023-04-27;34257
2023-04-27;34684
2023-04-27;35952
2023-04-27;59496
2023-04-27;60480
2023-04-27;61440
2023-04-27;65076
2023-04-27;97940
2023-04-27;217238
2023-04-26;30540
2023-04-26;68060
2023-04-26;36440
2023-12-29;72490
2023-12-29;504288
2023-12-29;166040
2023-12-28;502212
2023-12-28;306100
2023-12-28;227680
2023-12-28;61600
2023-12-27;493605
2023-12-27;130120
2023-12-27;34400
2023-10-17;157320
2023-10-16;64100
2023-10-12;30840
2023-10-12;297820
2023-10-12;192771
2023-10-12;265380
2023-10-12;86640
2023-10-11;482880
2023-10-10;64760
2023-10-10;68595
2023-10-09;890860
2023-10-09;30460
2023-11-13;905739
2023-11-13;730680
2023-11-13;64631
2023-11-06;316620
2023-11-06;99120
2023-10-31;112440
2023-10-27;117460
2023-10-26;99100
2023-10-25;101460
2023-10-24;31980
2023-10-24;29660
2023-10-19;163320
2023-10-18;63220
2023-10-17;135380
2023-11-24;130900
2023-11-22;103160
2023-11-17;128420
2023-11-15;192560
2023-11-15;93920
2023-11-15;532340
2023-11-14;400501
2023-11-14;157360
2023-11-14;62140
2023-11-14;309949
2023-11-30;203018
2023-11-30;213380
2023-11-29;356013
2023-11-28;411260
2023-11-28;66320
2023-11-28;65689
2023-11-28;307040
2023-11-27;307220
2023-11-27;61020
2023-11-24;201260
2023-11-24;779389
2023-11-24;504600
2023-12-12;61000
2023-12-11;924457
2023-12-06;58220
2023-12-06;500402
2023-12-05;161000
2023-12-05;316000
2023-12-04;225700
2023-12-27;201780
2023-12-27;288900
2023-12-26;506542
2023-12-22;52280
2023-12-20;503100
2023-12-20;504820
2023-12-20;673720
2023-12-20;93500
2023-12-20;85148
2023-12-20;324988
2023-12-19;208540
2023-12-18;128180
2023-12-18;29160
2023-12-18;400660
2023-12-15;497853
2023-12-15;154700
2023-12-15;407620
2023-12-13;415300
2023-12-12;304460
2023-12-12;96140
2023-10-09;34780
2023-10-09;35640
2023-10-06;67376
2023-10-06;69700
2023-10-05;198600
2023-10-05;54983
2023-10-05;69440
2023-10-03;90220
2023-10-03;421222
2023-10-02;503801
2023-10-02;261740
2023-09-29;199300
2023-09-29;191040
2023-09-28;85320
2023-09-28;68820
2023-09-28;262900
2023-09-27;171244
2023-09-27;116660
2023-09-27;160580
2023-09-22;66520
2023-09-20;412162
2023-09-20;209015
2023-09-19;395544
2023-09-19;146400
2023-09-18;404304
2023-09-18;181040
2023-09-18;283140
2023-09-18;147880
2023-09-18;103035
2023-09-15;70013
2023-09-15;28800
2023-09-14;450800
2023-09-13;527579
2023-09-12;140552
2023-09-11;341300
2023-09-11;233078
2023-09-11;191660
2023-09-11;89240
2023-09-11;139440
2023-09-08;110660
2023-09-08;404920
2023-09-08;168058
2023-09-08;66200
2023-09-07;754320
2023-09-07;119569
2023-09-07;399053
2023-09-07;153900
2023-09-05;95300
2023-09-05;90970
2023-09-05;34100
2023-09-05;541828
2023-09-05;116260
2023-09-04;946747
2023-09-04;187621
2023-09-04;81540
2023-09-04;339484
2023-09-04;38560
2023-09-04;30560
2023-09-01;504600
2023-09-01;161180
2023-09-01;80600
2023-08-31;64640
2023-08-31;93820
2023-08-30;152980
2023-08-30;295480
2023-08-30;31560
2023-08-29;502120
2023-08-29;501580
2023-08-29;91040
2023-08-29;27900
2023-08-29;644864
2023-08-29;295360
2023-08-28;750628
2023-08-28;884960
2023-08-28;804145
2023-08-28;29280
2023-08-25;29460
2023-08-25;650469
2023-08-25;289046
2023-08-25;91260
2023-08-25;90980
2023-08-24;168374
2023-08-24;265680
2023-08-24;222520
2023-08-24;80860
2023-08-23;67720
2023-08-23;149159
2023-08-23;60700
2023-08-23;68680
2023-08-18;611083
2023-08-18;619613
2023-08-18;37600
2023-08-18;61239
2023-08-17;34760
2023-08-17;36562
2023-08-15;34624
2023-08-14;500420
2023-08-14;101080
2023-08-11;618050
2023-08-11;147960
2023-08-11;29460
2023-08-11;30720
2023-08-11;127737
2023-08-10;394692
2023-08-10;503477
2023-08-10;150820
2023-08-10;62754
2023-08-10;29300
2023-08-10;29460
2023-08-10;127540
2023-08-09;420787
2023-08-09;586043
2023-08-09;210780
2023-08-09;186700
2023-08-09;337105
2023-08-09;28340
2023-08-09;58400
2023-08-09;58620
2023-08-09;86898
2023-08-09;88120
2023-08-09;214514
2023-08-08;357260
2023-08-08;804318
2023-08-08;719210
2023-08-08;94500
2023-08-08;89485
2023-08-08;95740
2023-08-08;59680
2023-08-08;58640
2023-08-07;757197
2023-08-07;581860
2023-08-07;156000
2023-08-07;159820
2023-08-07;120740
2023-08-04;100307
2023-08-04;104620
2023-08-04;164920
2023-08-04;162860
2023-08-04;153660
2023-08-04;612560
2023-08-04;512311
2023-08-04;909971
2023-08-04;36040
2023-08-04;168440
2023-08-03;71040
2023-08-03;29240
2023-08-03;214200
2023-08-03;133289
2023-08-03;446749
2023-08-03;61300
2023-08-03;62080
2023-08-03;32220
2023-08-02;148108
2023-08-02;31520
2023-08-01;33765
2023-07-31;419798
2023-07-31;115380
2023-07-31;25500
2023-07-28;35060
2023-07-28;50160
2023-07-28;32860
2023-07-28;59220
2023-07-27;31600
2023-07-26;36480
2023-07-26;96860
2023-07-26;202324
2023-07-25;218180
2023-07-25;274415
2023-07-24;499624
2023-07-24;113406
2023-07-24;126581
2023-07-24;242728
2023-07-21;412670
2023-07-21;317147
2023-07-21;57120
2023-07-21;29979
2023-07-21;205479
2023-07-20;226965
2023-07-20;124856
2023-07-20;35542
2023-07-20;307657
2023-07-20;96660
2023-07-20;31100
2023-07-20;37800
2023-07-20;58600
2023-07-19;61080
2023-07-19;29605
2023-07-19;37880
2023-07-18;598279
2023-07-18;602387
2023-07-18;30440
2023-07-18;31460
2023-07-18;34572
2023-07-18;148523
2023-07-17;187921
2023-07-17;199220
2023-07-17;370900
2023-07-14;546920
2023-07-14;66580
2023-07-14;678000
2023-07-14;30560
2023-07-14;298080
2023-07-14;401026
2023-07-14;29320
2023-07-14;65140
2023-07-13;510202
2023-07-12;462882
2023-07-12;28680
2023-07-11;29100
2023-07-11;57700
2023-07-11;62400
2023-07-10;419608
2023-07-10;421733
2023-07-10;263720
2023-07-07;31180
2023-07-07;130780
2023-07-06;31480
2023-07-06;59525
2023-07-06;126900
2023-07-05;183215
2023-07-05;353042
2023-07-05;352681
2023-07-05;222175
2023-07-05;330980
2023-07-05;58881
2023-07-05;99820
2023-07-05;113918
2023-07-04;303580
2023-07-04;98763
2023-07-04;93427
2023-07-04;93490
2023-07-04;31153
2023-07-04;35200
2023-07-04;66020
2023-07-04;99226
2023-07-04;37960
2023-07-04;56396
2023-07-04;96742
2023-07-04;308038
2023-07-03;59900
2023-07-03;126538
2023-07-03;60620
2023-06-30;259120
2023-06-30;29420
2023-06-30;93937
2023-06-30;31420
2023-06-30;119100
2023-06-29;215780
2023-06-29;20879
2023-06-29;30660
2023-06-29;39480
2023-06-29;59300
2023-06-29;124228
2023-06-28;30141
2023-06-28;37220
2023-06-28;91980
2023-06-27;251500
2023-06-27;57983
2023-06-27;61511
2023-06-27;73540
2023-06-26;153012
2023-06-26;58720
2023-06-26;29120
2023-06-26;36543
2023-06-26;105686
2023-06-23;141804
2023-06-23;176380
2023-06-23;59940
2023-06-22;821402
2023-06-22;58820
2023-06-22;37880
2023-06-22;34003
2023-06-21;497292
2023-06-21;93740
2023-06-21;72420
2023-06-16;298241
2023-06-16;60503
2023-06-16;29200
2023-06-15;512301
2023-06-14;328960
2023-06-14;510020
2023-06-14;67080
2023-06-14;30660
2023-06-14;36260
2023-06-14;66620
2023-06-14;66820
2023-06-14;59400
2023-06-13;352912
2023-06-13;125740
2023-06-13;63520
2023-06-13;29340
2023-06-12;316540
2023-06-12;821736
2023-06-09;161740
2023-06-09;78540
2023-06-09;509883
2023-06-09;85520
2023-06-08;357320
2023-06-06;105780
2023-06-06;297840
2023-06-06;239772
2023-06-05;513982
2023-06-05;243617
2023-06-02;90100
2023-06-02;348314
2023-06-02;90284
2023-06-02;213382
2023-06-01;172509
2023-05-31;119786
2023-05-31;47553
2023-05-31;97760
2023-05-30;351473
2023-05-30;60040
2023-05-30;30040
2023-05-30;29480
2023-05-29;11457
2023-05-29;184080
2023-05-29;149952
2023-05-24;105323
2023-05-24;67680
2023-05-24;193891
2023-05-24;124900
2023-05-23;156042
2023-05-23;27971
2023-05-23;226920
2023-05-22;296431
2023-05-22;508000
2023-05-22;87880
2023-05-19;31740
2023-05-19;61580
2023-05-19;36960
2023-05-19;57040
2023-05-19;59760
2023-05-18;167351
2023-05-18;57051
2023-05-18;99006
2023-05-18;25236
2023-05-18;159137
2023-05-18;164292
2023-05-18;156411
2023-05-17;58280
2023-05-17;316729
2023-05-17;371680
2023-05-17;72800
2023-05-17;284627
2023-05-17;359654
2023-05-17;27403
2023-05-17;28960
2023-05-17;60480
2023-05-16;730435
2023-05-16;216467
2023-05-16;273736
2023-05-16;73560
2023-05-16;59680
2023-05-16;120440
2023-05-15;32080
2023-05-15;151740
2023-05-15;29380
2023-05-15;33820
2023-05-15;35145
2023-05-15;56180
2023-05-15;35519
2023-05-15;55355
2023-05-15;91840
2023-05-15;97260
2023-05-12;133720
2023-05-12;34560
2023-05-12;361100
2023-05-12;51574
2023-05-12;58340
2023-05-12;68612
2023-05-12;84700
2023-05-12;99640
2023-05-12;121019
2023-05-12;222040
2023-05-11;24417
2023-05-11;35800
2023-05-11;36100
2023-05-11;62060
2023-05-11;97000
2023-05-11;233040
2023-05-11;161560
2023-05-10;89920
2023-05-10;154960
2023-05-10;30760
2023-05-10;29020
2023-05-10;114840
2023-05-10;103460
2023-05-10;101040
2023-05-10;100660
2023-05-10;168600
2023-05-10;173620
2023-05-09;34849
2023-05-09;35980
2023-05-09;226480
2023-05-09;91060
2023-05-09;200580
2023-05-09;34674
2023-05-09;86746
2023-05-08;82400
2023-05-08;91420
2023-05-08;92240
2023-05-08;155910
2023-05-08;180200
2023-05-08;222540
2023-05-05;61250
2023-05-05;58351
2023-05-05;190380
2023-05-05;91640
2023-05-05;270137
2023-05-04;61740
2023-05-04;39860
2023-05-04;56580
2023-05-04;126529
2023-05-04;272320
2023-05-04;149640
2023-05-04;59180
2023-05-04;54942
2023-05-04;23401
2023-05-03;113913
2023-05-03;61100
2023-05-03;149248
2023-05-02;163200
2023-05-02;35340
2023-05-02;37204
2023-05-02;28880
2023-05-02;62870
2023-04-28;68445
2023-04-28;126380
2023-04-28;27200
2023-04-28;61680
2023-04-28;36720
2023-04-28;56020
2023-04-28;92487
2023-04-28;61405
2023-04-28;61759
2023-04-28;64903
2023-04-28;66407
2023-04-28;84680
2023-04-27;99644
2023-04-27;111020
2023-04-27;27900
2023-04-27;30560
2023-04-27;34257
2023-04-27;34684
2023-04-27;35952
2023-04-27;59496
2023-04-27;60480
2023-04-27;61440
2023-04-27;65076
2023-04-27;97940
2023-04-27;217238
2023-04-26;30540
2023-04-26;68060
2023-04-26;36440
2023-04-26;27527
2023-04-26;34364
2023-04-26;84709
2023-04-26;58417
2023-04-26;31000
2023-04-26;61615
2023-04-26;62740
2023-04-26;355154
2023-04-25;62567
2023-04-25;115755
2023-04-25;289407
2023-04-25;574383
2023-04-24;90413
2023-04-24;29260
2023-04-24;30082
2023-04-24;30960
2023-04-24;35800
2023-04-24;57840
2023-04-24;221260
2023-04-24;314313
2023-04-21;25275
2023-04-21;27629
2023-04-21;30190
2023-04-21;36662
2023-04-21;57597
2023-04-21;58473
2023-04-21;67760
2023-04-21;92980
2023-04-21;122040
2023-04-21;123670
2023-04-21;80402
2023-04-21;356460
2023-04-20;58726
2023-04-20;59711
2023-04-20;64365
2023-04-20;66860
2023-04-20;28644
2023-04-20;62560
2023-04-20;186460
2023-04-20;137240
2023-04-20;190058
2023-04-20;224874
2023-04-19;530055
2023-04-19;28635
2023-04-19;30693
2023-04-19;37780
2023-04-19;52501
2023-04-19;61459
2023-04-19;63631
2023-04-19;123400
2023-04-19;125587
2023-04-19;336297
2023-04-18;520376
2023-04-18;29491
2023-04-18;37300
2023-04-18;112697
2023-04-18;162305
2023-04-18;284136
2023-04-17;28260
2023-04-17;29640
2023-04-17;68420
2023-04-17;74520
2023-04-17;88601
2023-04-17;122200
2023-04-17;133340
2023-04-14;111700
2023-04-14;520050
2023-04-14;192640
2023-04-14;63920
2023-04-14;27777
2023-04-14;86049
2023-04-14;29920
2023-04-14;86980
2023-04-13;297086
2023-04-13;87780
2023-04-13;92729
2023-04-13;156942
2023-04-12;30673
2023-04-12;27642
2023-04-12;128780
2023-04-11;125783
2023-04-11;80497
2023-04-11;29501
2023-04-11;270228
2023-04-11;28411
2023-04-11;61327
2023-04-11;226782
2023-04-10;26342
2023-04-10;34789
2023-04-10;68300
2023-04-10;79040
2023-04-10;87172
2023-04-10;95387
2023-04-10;144662
2023-04-10;260735
2023-04-06;28400
2023-04-06;57627
2023-04-06;59640
2023-04-06;62400
2023-04-06;65994
2023-04-06;111524
2023-04-06;127873
2023-04-06;189759
2023-04-06;569143
2023-04-05;508100
2023-04-05;520792
2023-04-05;219460
2023-04-05;288288
2023-04-05;510680
2023-04-05;64548
2023-04-05;16683
2023-04-05;30446
2023-04-05;310032
2023-04-05;70955
2023-04-05;30121
2023-04-05;72653
2023-04-05;116096
2023-04-05;203323
2023-04-04;90263
2023-04-04;115481
2023-04-04;68680
2023-04-04;74540
2023-04-04;29088
2023-04-04;29240
2023-04-04;36997
2023-04-04;60572
2023-04-04;136592
2023-04-03;29800
2023-04-03;65092
2023-04-03;137394
2023-04-03;168100
2023-04-03;282036
2023-04-03;334787
2023-03-31;34220
2023-03-31;142365
2023-03-31;89868
2023-03-31;123755
2023-03-31;37900
2023-03-31;58080
2023-03-31;101657
2023-03-31;160023
2023-03-31;334240
2023-03-30;57445
2023-03-30;60920
2023-03-30;59490
2023-03-30;179135
2023-03-30;29060
2023-03-30;64858
2023-03-30;115760
2023-03-30;222760
2023-03-30;318617
2023-03-29;60389
2023-03-29;30850
2023-03-29;37440
2023-03-29;38060
2023-03-29;61573
2023-03-29;199062
2023-03-29;301240
2023-03-28;105882
2023-03-28;37580
2023-03-28;82500
2023-03-27;58847
2023-03-27;32889
2023-03-27;35240
2023-03-27;66900
2023-03-27;145480
2023-03-23;74660
2023-03-23;173560
2023-03-23;50491
2023-03-23;57113
2023-03-23;93114
2023-03-23;94180
2023-03-23;95640
2023-03-22;38780
2023-03-22;37460
2023-03-22;26565
2023-03-22;29240
2023-03-22;29690
2023-03-22;30712
2023-03-22;66880
2023-03-22;86101
2023-03-22;97960
2023-03-22;116950
2023-03-22;282440
2023-03-21;429731
2023-03-21;57560
2023-03-21;32240
2023-03-21;31960
2023-03-21;28880
2023-03-21;29708
2023-03-21;58260
2023-03-21;61680
2023-03-21;83702
2023-03-21;25876
2023-03-21;161900
2023-03-20;31040
2023-03-20;28250
2023-03-20;281840
2023-03-20;55002
2023-03-20;61282
2023-03-20;180897
2023-03-20;260580
2023-03-17;821740
2023-03-17;518377
2023-03-17;55978
2023-03-17;54844
2023-03-17;82160
2023-03-17;138380
2023-03-17;278320
2023-03-17;162999
2023-03-17;142027
2023-03-17;179060
2023-03-16;29480
2023-03-16;152654
2023-03-16;341340
2023-03-16;29140
2023-03-16;29740
2023-03-16;29860
2023-03-16;36580
2023-03-16;57720
2023-03-16;75060
2023-03-16;85780
2023-03-16;141320
2023-03-16;151335
2023-03-16;31060
2023-03-16;161545
2023-03-15;85425
2023-03-15;67126
2023-03-15;65579
2023-03-15;27456
2023-03-15;29451
2023-03-15;33220
2023-03-15;98151
2023-03-15;124780
2023-03-15;320820
2023-03-14;36080
2023-03-14;633405
2023-03-14;460400
2023-03-14;262496
2023-03-14;29215
